Timeline,Start_time,Duration,Athlete,Trick_number,Amplitude,Side,Run_rating,Feature_list,Combo_list,Competition_run,Speed_rating,Score,Trick_speed_rating,Start,Trick_rating_list,Trick_list
Men's Final,16104.5096,4.193111111,Schaar Trick,5,4ft,BS,,Corners,,,,,Technical,,Clean,50-50
Men's Final,16107.70271,4.009488889,Schaar Trick,6,4ft,FS,,Love Seat,,,,,Flow,,Clean,Tailslide
Men's Final,16110.7122,6.047522222,Schaar Trick,7,4ft,FS,,"Step Up, Deep Bowl Wall",Feature Combo,,,,Aggressive,,Benchmark,Lip Slide
Men's Final,16115.75972,3.351755556,Schaar Trick,8,3ft,FS,,High to Low Transfer,,,,,Aggressive,,Benchmark,Smith
Men's Final,16118.11148,3.124766667,Schaar Trick,9,2ft,BS,,6ft Transition,,,,,Flow,,Clean,5-0 
Men's Final,16120.23624,4.666744444,Schaar Trick,10,1ft,BS,,Vert Wall,,,,,Technical,,Clean,Axil Stall
Men's Final,16123.90299,3.729788889,Schaar Trick,11,5ft,FS,,Ski Jump,,,,,Aggressive,,Benchmark,Frontside Air
Men's Final,16126.63278,5.124811111,Schaar Trick,12,5ft,BS,,Deep Bowl Wall,,,,,Technical,,Clean,50-50
Men's Final,16130.75759,6.156588889,Schaar Trick,13,6ft+,BS,Bail,Deep Bowl Wall,,,Aggressive,80,Aggressive,,Sketchy,540 Melon
Men's Final,16987.0534,5.343777778,Schaar Trick,14,,FS,,Vert Wall,,"Final, Run 2",,,Technical,"Roll In, Corner",Benchmark,Blunt
Men's Final,16991.39718,3.797077778,Schaar Trick,15,4ft,BS,,Ski Jump Hip,,,,,Aggressive,,Benchmark,Ollie
Men's Final,16994.19426,2.773394847,Schaar Trick,16,2ft,FS,,6ft Transition,,,,,Flow,,Clean,Feeble
Men's Final,16995.96765,5.826394041,Schaar Trick,17,4ft,BS,,Love Seat,,,,,Aggressive,,Benchmark,Ollie
Men's Final,17000.79404,4.358768633,Schaar Trick,18,5ft,BS,,Corners,,,,,Flow,,Clean,50-50
Men's Final,17004.15281,3.848142479,Schaar Trick,19,4ft,FS,,Love Seat,,,,,Aggressive,,Benchmark,Tailslide
Men's Final,17007.00096,6.792,Schaar Trick,20,6ft+,FS,,"Step Up, Deep Bowl Wall",Feature Combo,,,,Aggressive,,Benchmark,Lip Slide
Men's Final,17012.79296,3.152886895,Schaar Trick,21,3ft,FS,,High to Low Transfer,,,,,Technical,,Benchmark,Smith
Men's Final,17014.94584,6.539613105,Schaar Trick,22,1ft,BS,,Vert Wall,,,,,Technical,,Clean,Axil Stall
Men's Final,17020.48546,3.754544444,Schaar Trick,23,5ft,FS,Bail,,,,Aggressive,62,Aggressive,,Sketchy,Frontside Air
Men's Final,17702.30415,1,Schaar Trick,24,,,,,,,,,,,,
Men's Final,17710.11543,5.331577778,Schaar Trick,25,,FS,,Vert Wall,,"Final, Run 3",,,Aggressive,"Roll In, Flat Bank",Benchmark,Blunt
Men's Final,17714.44701,3.711622222,Schaar Trick,26,4ft,BS,,Ski Jump Hip,,,,,Aggressive,,Benchmark,Ollie
Men's Final,17717.15863,2.833344444,Schaar Trick,27,2ft,FS,,6ft Transition,,,,,Flow,,Clean,Feeble
Men's Final,17718.99198,5.488022222,Schaar Trick,28,4ft,BS,,Love Seat,,,,,Aggressive,,Benchmark,Ollie
Men's Final,17723.48,4.270622222,Schaar Trick,29,4ft,BS,,Corners,,,,,Aggressive,,Clean,50-50
Men's Final,17726.75062,4.129866667,Schaar Trick,30,5ft,FS,,Love Seat,,,,,Aggressive,,Clean,Tailslide
Men's Final,17729.88049,6.208722222,Schaar Trick,31,6ft+,FS,,"Deep Bowl Wall, Step Up",Feature Combo,,,,Aggressive,,Benchmark,Lip Slide
Men's Final,17735.08921,3.153088889,Schaar Trick,32,4ft,FS,,High to Low Transfer,,,,,Aggressive,,Benchmark,Smith
Men's Final,17737.2423,6.284711111,Schaar Trick,33,1ft,BS,,Vert Wall,,,,,Technical,,Clean,Pivot
Men's Final,17742.52701,3.714944444,Schaar Trick,34,5ft,,,Ski Jump,,,,,Aggressive,,Benchmark,Indy
Men's Final,17745.24196,5.258033333,Schaar Trick,35,5ft,BS,,Deep Bowl Wall,,,,,Technical,,Clean,50-50
Men's Final,17749.49999,3.366788889,Schaar Trick,36,6ft+,BS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,540 Melon
Men's Final,17751.86678,3.437477778,Schaar Trick,37,2ft,FS,,Deep Bowl Wall,,,,,Flow,,Clean,Feeble
Men's Final,17754.30426,4.693177778,Schaar Trick,38,4ft,BS,,Ski Jump Hip,,,,,Aggressive,,Benchmark,"Kickflip, Melon, Combo"
Men's Final,17757.99743,1,Schaar Trick,39,,,Outstanding,,,,Aggressive,84.5,,,,
Men's Final,16531.01933,5.459022222,Sorgente Trick,1,5ft,BS,,Love Seat,,"Final, Run 1",,,Flow,"Drop In, Corner",Clean,Smith
Men's Final,16535.47836,5.505755556,Sorgente Trick,2,3ft,BS,Bail,,,,Technical,9.83,Aggressive,,Sketchy,Feeble
Men's Final,17336.4,5.592633333,Sorgente Trick,3,5ft,BS,,Love Seat,,"Final, Run 2",,,Technical,"Drop In, Corner",Clean,Smith
Men's Final,17340.99263,5.967288889,Sorgente Trick,4,4ft,BS,,"Step Up, Deep Bowl Wall",Feature Combo,,,,Technical,,Benchmark,"Feeble, Fakie"
Men's Final,17345.95992,3.025988889,Sorgente Trick,5,3ft,BS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,Cab
Men's Final,17347.98591,3.686511111,Sorgente Trick,6,5ft,FS,,Escalator,,,,,Aggressive,,Benchmark,5-0 Stand Up
Men's Final,17350.67242,4.680733333,Sorgente Trick,7,1ft,FS,,"Hip Transfer, Vert Wall",Feature Combo,,,,Aggressive,,Benchmark,"Ollie, Smith, Combo"
Men's Final,17354.35316,3.406844444,Sorgente Trick,8,4ft,BS,,Rail,,,,,Aggressive,,Benchmark,"Lip Slide, Fakie"
Men's Final,17356.76,5.798966667,Sorgente Trick,9,3ft,FS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,"Fakie, Nose Grind"
Men's Final,17361.55897,3.032322222,Sorgente Trick,10,4ft,BS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,"Alley Oop, Bodyjar"
Men's Final,17363.59129,6.168733333,Sorgente Trick,11,1ft,FS,Bail,Deep Bowl Wall,,,Aggressive,46,Aggressive,,Sketchy,"Alley Oop, 50-50"
Men's Final,18091.63059,5.400044444,Sorgente Trick,12,6ft+,BS,,Love Seat,,"Final, Run 3",,,Aggressive,"Drop In, Corner",Benchmark,Smith
Men's Final,18096.03063,6.1684,Sorgente Trick,13,4ft,BS,,"Step Up, Deep Bowl Wall",Feature Combo,,,,Aggressive,,Benchmark,"Feeble, Fakie"
Men's Final,18101.19903,2.910555556,Sorgente Trick,14,2ft,BS,,Deep Bowl Wall,,,,,Technical,,Benchmark,Cab
Men's Final,18103.10959,3.573988889,Sorgente Trick,15,6ft+,FS,,Escalator,,,,,Aggressive,,Benchmark,5-0 Stand Up
Men's Final,18105.68358,4.799022222,Sorgente Trick,16,5ft,FS,,"Step Up, Vert Wall",Feature Combo,,,,Aggressive,,Benchmark,Ollie
Men's Final,18109.4826,3.592666667,Sorgente Trick,17,4ft,BS,,Rail,,,,,Technical,,Benchmark,"Lip Slide, 180, Combo"
Men's Final,18112.07527,5.272555556,Sorgente Trick,18,3ft,FS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,"Fakie, Nose Grind"
Men's Final,18116.34782,3.492177778,Sorgente Trick,19,5ft,BS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,"Bodyjar, Alley Oop"
Men's Final,18118.84,4.224911111,Sorgente Trick,20,4ft,FS,,Deep Bowl Wall,,,,,Technical,,Sketchy,"Alley Oop, 50-50"
Men's Final,18122.06491,5.475233333,Sorgente Trick,21,4ft,BS,,Rail,,,,,Flow,,Clean,50-50
Men's Final,18126.54014,3.7853,Sorgente Trick,22,,,,Vert Wall,,,,,Aggressive,,Benchmark,"Blunt, Fakie"
Men's Final,18129.32544,3.434555556,Sorgente Trick,23,3ft,BS,,Ski Jump Hip,,,,,Technical,,Benchmark,Cab
Men's Final,18131.76,3.217166667,Sorgente Trick,24,1ft,FS,,6ft Transition,,,,,Flow,,Clean,"Fakie, Smith"
Men's Final,18133.97717,6.565266667,Sorgente Trick,25,,,Outstanding,,,,Aggressive,84.25,,,,
3. Men’s Park Semi Final 2019 Dew Tour,2789.56,5.087588889,Barros Trick,1,6ft+,FS,,"Hip Transfer, Pocket",Feature Combo,"Semi Final, Run 1",,,Aggressive,"Drop In, Mellow Quarter",Benchmark,"Ollie, Smith"
3. Men’s Park Semi Final 2019 Dew Tour,2793.647589,4.109533333,Barros Trick,2,3ft,BS,,"Step Up, Big Tranny / Extention",Feature Combo,,,,Aggressive,,Benchmark,"Ollie, Lip Slide"
3. Men’s Park Semi Final 2019 Dew Tour,2796.757122,5.919977778,Barros Trick,3,6ft+,FS,,Mellow  Quarter,,,,,Aggressive,,Benchmark,Frontside Air
3. Men’s Park Semi Final 2019 Dew Tour,2801.6771,3.793755556,Barros Trick,4,5ft,BS,,Flat Wall,,,,,Aggressive,,Benchmark,Smith
3. Men’s Park Semi Final 2019 Dew Tour,2804.470856,3.489144444,Barros Trick,5,6ft+,BS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,540 Melon
3. Men’s Park Semi Final 2019 Dew Tour,2806.96,3.683533333,Barros Trick,6,3ft,BS,,Flat Wall,,,,,Flow,,Clean,"Alley Oop, Indy"
3. Men’s Park Semi Final 2019 Dew Tour,2809.643533,3.674366667,Barros Trick,7,2ft,BS,,Mellow  Quarter,,,,,Flow,,Clean,"Rockslide, Fakie"
3. Men’s Park Semi Final 2019 Dew Tour,2812.3179,3.953055556,Barros Trick,8,1ft,BS,,Flat Bank,,,,,Flow,,Sketchy,"Fakie, Nose Blunt"
3. Men’s Park Semi Final 2019 Dew Tour,2815.270956,3.311388889,Barros Trick,9,3ft,BS,,Hip,,,,,Flow,,Clean,Ollie
3. Men’s Park Semi Final 2019 Dew Tour,2817.582344,3.857655556,Barros Trick,10,2ft,BS,,Deep End,,,,,Flow,,Clean,"Nose Grab, Disaster"
3. Men’s Park Semi Final 2019 Dew Tour,2820.44,4.078088889,Barros Trick,11,3ft,FS,,"Hip Transfer, Flat Bank",Feature Combo,,,,Flow,,Clean,"Alley Oop, Frontside Air"
3. Men’s Park Semi Final 2019 Dew Tour,2823.518089,3.321777778,Barros Trick,12,3ft,FS,,"Mellow  Quarter, High to Low Transfer, Hip",Feature Combo,,,,Flow,,Clean,5-0 Stand Up
3. Men’s Park Semi Final 2019 Dew Tour,2825.839867,3.512022222,Barros Trick,13,3ft,BS,,Deep Bowl Wall,,,,,Flow,,Clean,Indy
3. Men’s Park Semi Final 2019 Dew Tour,2828.351889,3.510744444,Barros Trick,14,3ft,BS,,"Hip Transfer, Mellow  Quarter",Feature Combo,,,,Flow,,Benchmark,"Indy, Fakie"
3. Men’s Park Semi Final 2019 Dew Tour,2830.862633,4.017366667,Barros Trick,15,1ft,Switch,,Flat Bank,,,,,Technical,,Clean,Losi
3. Men’s Park Semi Final 2019 Dew Tour,2833.88,3.218811111,Barros Trick,16,2ft,Switch,,Hip,,,,,Flow,,Clean,Backside Air
3. Men’s Park Semi Final 2019 Dew Tour,2836.098811,3.6166,Barros Trick,17,1ft,Revert,,Deep Bowl Wall,,,,,Technical,,Clean,"Fakie, Smith"
3. Men’s Park Semi Final 2019 Dew Tour,2838.715411,7.086433333,Barros Trick,18,,,Outstanding,,,,Aggressive,80,,,,
3. Men’s Park Semi Final 2019 Dew Tour,3410.8735,2.865411111,Barros Trick,19,,,Bail,,,"Semi Final, Run 2",Aggressive,1.33,,"Ollie, Deep End",,
3. Men’s Park Semi Final 2019 Dew Tour,3410.873733,1,Barros Trick,20,,,,,,"Semi Final, Run 2",,,,Roll In,,
3. Men’s Park Semi Final 2019 Dew Tour,4004.344222,9.175777778,Barros Trick,21,5ft,BS,,Mellow  Quarter,,"Semi Final, Run 3",,,Aggressive,"Ollie, Deep End",Benchmark,Ollie
3. Men’s Park Semi Final 2019 Dew Tour,4012.52,3.220144444,Barros Trick,22,6ft+,FS,,"Hip Transfer, Pocket",Feature Combo,,,,Aggressive,,Benchmark,"Ollie, Smith, Combo"
3. Men’s Park Semi Final 2019 Dew Tour,4014.740144,4.108386567,Barros Trick,23,2ft,BS,,"Step Up, Big Tranny / Extention",Feature Combo,,,,Aggressive,,Benchmark,"Ollie, Tailslide"
3. Men’s Park Semi Final 2019 Dew Tour,4017.848531,5.871468989,Barros Trick,24,6ft+,FS,,Mellow  Quarter,,,,,Aggressive,,Benchmark,Stalefish
3. Men’s Park Semi Final 2019 Dew Tour,4022.72,3.703422222,Barros Trick,25,4ft,BS,,Flat Wall,,,,,Aggressive,,Benchmark,Smith
3. Men’s Park Semi Final 2019 Dew Tour,4025.423422,3.816433333,Barros Trick,26,6ft+,BS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,Indy
3. Men’s Park Semi Final 2019 Dew Tour,4028.239856,3.276555556,Barros Trick,27,3ft,FS,,Flat Wall,,,,,Flow,,Clean,Frontside Air
3. Men’s Park Semi Final 2019 Dew Tour,4030.516411,4.403588889,Barros Trick,28,3ft,FS,,Mellow  Quarter,,,,,Flow,,Clean,"Alley Oop, 50-50"
3. Men’s Park Semi Final 2019 Dew Tour,4033.92,3.84,Barros Trick,29,1ft,BS,,Flat Bank,,,,,Flow,,Clean,Nose Blunt
3. Men’s Park Semi Final 2019 Dew Tour,4036.76,4.092455556,Barros Trick,30,3ft,BS,Bail,Hip,,,Flow,51,Flow,,Sketchy,"Kickflip, Indy"
3. Men’s Park Semi Final 2019 Dew Tour,2259.959914,5.485441853,Berglind Trick,1,3ft,FS,,"Hip Transfer, Mellow  Quarter",Feature Combo,"Semi Final, Run 1",,,Aggressive,"Drop In, Deep End",Benchmark,"Ollie, Nose Grind, Combo"
3. Men’s Park Semi Final 2019 Dew Tour,2264.445356,3.634644444,Berglind Trick,2,5ft,BS,,Flat Wall,,,,,Aggressive,,Clean,5-0 Stand Up
3. Men’s Park Semi Final 2019 Dew Tour,2267.08,3.307155556,Berglind Trick,3,6ft+,BS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,Smith
3. Men’s Park Semi Final 2019 Dew Tour,2269.387156,3.759688889,Berglind Trick,4,3ft,BS,Bail,Deep Bowl Wall,,,Flow,15,Aggressive,,Sketchy,Bodyjar
3. Men’s Park Semi Final 2019 Dew Tour,2943.641962,5.834251177,Berglind Trick,5,2ft,FS,,"Hip Transfer, Mellow  Quarter",Feature Combo,"Semi Final, Run 2",,,Flow,"Drop In, Deep End",Clean,"Ollie, Nose Grind"
3. Men’s Park Semi Final 2019 Dew Tour,2948.476213,3.371476174,Berglind Trick,6,3ft,BS,,Flat Wall,,,,,Flow,,Clean,5-0 Stand Up
3. Men’s Park Semi Final 2019 Dew Tour,2950.847689,3.793177778,Berglind Trick,7,6ft+,BS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,Smith
3. Men’s Park Semi Final 2019 Dew Tour,2953.640867,3.631599134,Berglind Trick,8,6ft+,BS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,Bodyjar
3. Men’s Park Semi Final 2019 Dew Tour,2956.272466,3.381189755,Berglind Trick,9,4ft,BS,,"Hip Transfer, Mellow  Quarter",Feature Combo,,,,Aggressive,,Benchmark,"Ollie, Tailslide, Combo"
3. Men’s Park Semi Final 2019 Dew Tour,2958.653656,4.464533333,Berglind Trick,10,3ft,FS,Bail,Flat Bank,,,Flow,23.03,Flow,,Sketchy,Boneless
3. Men’s Park Semi Final 2019 Dew Tour,3497.2,6.219733333,Berglind Trick,11,3ft,FS,,"Hip Transfer, Mellow  Quarter",Feature Combo,"Semi Final, Run 3",,,Flow,"Drop In, Deep End",Benchmark,"Ollie, Nose Grind, Combo"
3. Men’s Park Semi Final 2019 Dew Tour,3502.419733,3.696966667,Berglind Trick,12,4ft,BS,,Flat Wall,,,,,Flow,,Benchmark,5-0 Stand Up
3. Men’s Park Semi Final 2019 Dew Tour,3505.1167,3.446177778,Berglind Trick,13,6ft+,BS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,Smith
3. Men’s Park Semi Final 2019 Dew Tour,3507.562878,3.637122222,Berglind Trick,14,5ft,BS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,Bodyjar
3. Men’s Park Semi Final 2019 Dew Tour,3510.2,3.559977778,Berglind Trick,15,4ft,BS,,"Hip Transfer, Mellow  Quarter",Feature Combo,,,,Aggressive,,Benchmark,"Ollie, Tailslide"
3. Men’s Park Semi Final 2019 Dew Tour,3512.759978,3.402677778,Berglind Trick,16,1ft,FS,,Flat Bank,,,,,Flow,,Benchmark,"Ollie, Nose Blunt"
3. Men’s Park Semi Final 2019 Dew Tour,3515.162656,6.357344444,Berglind Trick,17,1ft,BS,Bail,Deep End,,,Flow,23.66,Flow,,Sketchy,Eggplant
3. Men’s Park Semi Final 2019 Dew Tour,154.92,5.427144444,Bottger Trick,1,3ft,BS,Bail,Flat Wall,,"Semi Final, Run 1",Aggressive,1.33,Aggressive,"Roll In, Mellow Quarter",Sketchy,"Alley Oop, Judo"
3. Men’s Park Semi Final 2019 Dew Tour,872.6927444,6.2193,Bottger Trick,2,3ft,BS,,Flat Wall,,"Semi Final, Run 2",,,Flow,"Roll In, Mellow Quarter",Clean,"Alley Oop, Indy"
3. Men’s Park Semi Final 2019 Dew Tour,877.9120444,3.632348189,Bottger Trick,3,3ft,BS,,Deep Bowl Wall,,,,,Flow,,Benchmark,540 Mute
3. Men’s Park Semi Final 2019 Dew Tour,880.5443926,6.0829407,Bottger Trick,4,3ft,FS,,Mellow  Quarter,,,,,Aggressive,,Benchmark,Boneless
3. Men’s Park Semi Final 2019 Dew Tour,885.6273333,5.932666667,Bottger Trick,5,2ft,FS,,Big Tranny / Extention,,,,,Aggressive,,Benchmark,Slob Plants
3. Men’s Park Semi Final 2019 Dew Tour,890.56,6.831133333,Bottger Trick,6,2ft,BS,,Mellow  Quarter,,,,,Flow,,Clean,"360, Nose Grab, Rock & Roll, Combo"
3. Men’s Park Semi Final 2019 Dew Tour,896.3911333,3.591811111,Bottger Trick,7,1ft,FS,,Flat Bank,,,,,Slow,,Clean,5-0 
3. Men’s Park Semi Final 2019 Dew Tour,898.9829444,3.170155556,Bottger Trick,8,3ft,BS,,"Hip Transfer, Deep Bowl Wall",Feature Combo,,,,Flow,,Clean,Backside Air
3. Men’s Park Semi Final 2019 Dew Tour,901.1531,3.4869,Bottger Trick,9,2ft,BS,,Flat Wall,,,,,Flow,,Clean,"Kickflip, Indy, Combo"
3. Men’s Park Semi Final 2019 Dew Tour,903.64,2.821222222,Bottger Trick,10,2ft,FS,,Mellow  Quarter,,,,,Flow,,Clean,"Ollie, Roll Out, Combo"
3. Men’s Park Semi Final 2019 Dew Tour,905.4612222,9.932844444,Bottger Trick,11,2ft,FS,Bail,"Mellow  Quarter, Hip",Feature Combo,,Flow,44,Flow,,Sketchy,"Roll Out, Boneless"
3. Men’s Park Semi Final 2019 Dew Tour,1547.519778,5.160222222,Bottger Trick,12,4ft,BS,,Flat Wall,,"Semi Final, Run 3",,,Flow,"Roll In, Mellow Quarter",Clean,"Alley Oop, Judo"
3. Men’s Park Semi Final 2019 Dew Tour,1551.68,3.683333333,Bottger Trick,13,4ft,BS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,540 Mute
3. Men’s Park Semi Final 2019 Dew Tour,1554.363333,6.1006,Bottger Trick,14,3ft,FS,,Mellow  Quarter,,,,,Aggressive,,Benchmark,Boneless
3. Men’s Park Semi Final 2019 Dew Tour,1559.463933,6.085288889,Bottger Trick,15,2ft,FS,,Big Tranny / Extention,,,,,Aggressive,,Benchmark,Slob Plants
3. Men’s Park Semi Final 2019 Dew Tour,1564.549222,6.650777778,Bottger Trick,16,3ft,BS,,Mellow  Quarter,,,,,Aggressive,,Benchmark,"360, Backside Air, Rock & Roll, Combo"
3. Men’s Park Semi Final 2019 Dew Tour,1570.2,3.836911111,Bottger Trick,17,1ft,FS,,Flat Bank,,,,,Slow,,Clean,5-0 
3. Men’s Park Semi Final 2019 Dew Tour,1573.036911,2.838333333,Bottger Trick,18,3ft,BS,,"Hip Transfer, Deep Bowl Wall",Feature Combo,,,,Flow,,Clean,Backside Air
3. Men’s Park Semi Final 2019 Dew Tour,1574.875244,3.511166667,Bottger Trick,19,3ft,BS,,Flat Wall,,,,,Flow,,Clean,"Kickflip, Indy, Combo"
3. Men’s Park Semi Final 2019 Dew Tour,1577.386411,3.087311111,Bottger Trick,20,2ft,FS,,"Hip Transfer, Mellow  Quarter",Feature Combo,,,,Flow,,Clean,Frontside Air
3. Men’s Park Semi Final 2019 Dew Tour,1579.473722,7.887133333,Bottger Trick,21,2ft,FS,,Deep End,,,,,Flow,,Clean,Frontside Air
3. Men’s Park Semi Final 2019 Dew Tour,1586.360856,4.599144444,Bottger Trick,22,3ft,FS,Bail,"Hip Transfer, Mellow  Quarter",Feature Combo,,Flow,46.33,Flow,,Sketchy,"Frontside Air, 360"
3. Men’s Park Semi Final 2019 Dew Tour,223.88,1,Carew Trick,1,,,,,,,,,,,,
3. Men’s Park Semi Final 2019 Dew Tour,224.1722,7.579455556,Carew Trick,2,2ft,BS,,Mellow  Quarter,,Semi Final,,,Flow,"Drop In, Vert Wall",Clean,Tailslide
3. Men’s Park Semi Final 2019 Dew Tour,230.7516556,3.7856,Carew Trick,3,3ft,FS,,Flat Wall,,,,,Flow,,Clean,Smith
3. Men’s Park Semi Final 2019 Dew Tour,233.5372556,3.422744444,Carew Trick,4,4ft,BS,,Deep Bowl Wall,,,,,Flow,,Clean,540 Mute
3. Men’s Park Semi Final 2019 Dew Tour,235.96,5.84,Carew Trick,5,4ft,FS,,Mellow  Quarter,,,,,Flow,,Clean,"Frontside Air, Disaster"
3. Men’s Park Semi Final 2019 Dew Tour,240.8,3.645355556,Carew Trick,6,1ft,BS,,Flat Bank,,,,,Technical,,Benchmark,"Blunt, Decker"
3. Men’s Park Semi Final 2019 Dew Tour,243.4453556,5.434644444,Carew Trick,7,4ft,FS,,Big Tranny / Extention,,,,,Aggressive,,Clean,Madonna
3. Men’s Park Semi Final 2019 Dew Tour,247.88,3.96,Carew Trick,8,3ft,BS,,"Hip Transfer, Mellow  Quarter",Feature Combo,,,,Flow,,Benchmark,"Kickflip, Indy"
3. Men’s Park Semi Final 2019 Dew Tour,250.84,5.955888889,Carew Trick,9,4ft,BS,,Deep Bowl Wall,,,,,Flow,,Clean,Judo
3. Men’s Park Semi Final 2019 Dew Tour,255.7958889,5.700266667,Carew Trick,10,2ft,FS,,Mellow  Quarter,,,,,Flow,,Clean,Tailslide
3. Men’s Park Semi Final 2019 Dew Tour,260.4961556,5.907055556,Carew Trick,11,2ft,FS,,Big Tranny / Extention,,,,,Flow,,Clean,"Ollie, Nose Grind, Tail Grab, Combo"
3. Men’s Park Semi Final 2019 Dew Tour,265.4032111,5.869033688,Carew Trick,12,3ft,BS,,Mellow  Quarter,,,,,Flow,,Clean,"Rockslide, Fakie"
3. Men’s Park Semi Final 2019 Dew Tour,270.2722448,6.869388534,Carew Trick,13,1ft,BS,Bail,Deep Bowl Wall,,,Flow,57,Slow,,Sketchy,"Cab, Bodyjar"
3. Men’s Park Semi Final 2019 Dew Tour,985.5570778,7.155911111,Carew Trick,14,2ft,BS,,Mellow  Quarter,,"Semi Final, Run 2",,,Flow,"Drop In, Vert Wall",Clean,Tailslide
3. Men’s Park Semi Final 2019 Dew Tour,991.7129889,3.729811111,Carew Trick,15,3ft,FS,,Flat Wall,,,,,Flow,,Clean,Smith
3. Men’s Park Semi Final 2019 Dew Tour,994.4428,3.356377778,Carew Trick,16,4ft,BS,,Deep Bowl Wall,,,,,Flow,,Benchmark,Body Varial 540
3. Men’s Park Semi Final 2019 Dew Tour,996.7991778,6.080822222,Carew Trick,17,1ft,BS,,Mellow  Quarter,,,,,Flow,,Clean,"Tail Grab, Body Varial, Disaster, Combo"
3. Men’s Park Semi Final 2019 Dew Tour,1001.88,3.724907009,Carew Trick,18,1ft,BS,,Flat Bank,,,,,Slow,,Clean,50-50
3. Men’s Park Semi Final 2019 Dew Tour,1004.604907,5.315092991,Carew Trick,19,2ft,FS,,Deep End,,,,,Flow,,Clean,Madonna
3. Men’s Park Semi Final 2019 Dew Tour,1008.92,4.024487465,Carew Trick,20,2ft,BS,,"Hip Transfer, Mellow  Quarter",Feature Combo,,,,Flow,,Clean,"Kickflip, Indy"
3. Men’s Park Semi Final 2019 Dew Tour,1011.944487,5.852712535,Carew Trick,21,2ft,BS,,Deep Bowl Wall,,,,,Flow,,Clean,"Heelflip, Indy"
3. Men’s Park Semi Final 2019 Dew Tour,1016.7972,5.9491,Carew Trick,22,3ft,FS,,Mellow  Quarter,,,,,Flow,,Clean,"Ollie, Tail Grab, Combo"
3. Men’s Park Semi Final 2019 Dew Tour,1021.7463,5.694333333,Carew Trick,23,1ft,FS,,Big Tranny / Extention,,,,,Flow,,Clean,"Nose Grind, Tail Grab"
3. Men’s Park Semi Final 2019 Dew Tour,1026.440633,5.919366667,Carew Trick,24,1ft,BS,,Mellow  Quarter,,,,,Flow,,Clean,"Backside Air, 360"
3. Men’s Park Semi Final 2019 Dew Tour,1031.36,8.687744444,Carew Trick,25,1ft,BS,,Deep Bowl Wall,,,,,Flow,,Clean,Elguerial
3. Men’s Park Semi Final 2019 Dew Tour,1039.047744,1,Carew Trick,26,,,Clean,,,,Flow,64.93,,,,
3. Men’s Park Semi Final 2019 Dew Tour,1652.984833,7.8587,Carew Trick,27,2ft,BS,,Mellow  Quarter,,"Semi Final, Run 3",,,Flow,"Drop In, Vert Wall",Clean,Tailslide
3. Men’s Park Semi Final 2019 Dew Tour,1659.843533,3.737533333,Carew Trick,28,2ft,FS,,Flat Wall,,,,,Flow,,Clean,Smith
3. Men’s Park Semi Final 2019 Dew Tour,1662.581067,3.571644444,Carew Trick,29,5ft,BS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,Body Varial 540
3. Men’s Park Semi Final 2019 Dew Tour,1665.152711,6.123172331,Carew Trick,30,4ft,FS,,Mellow  Quarter,,,,,Aggressive,,Clean,"Frontside Air, Disaster, Combo"
3. Men’s Park Semi Final 2019 Dew Tour,1670.275883,3.514905447,Carew Trick,31,1ft,Revert,,Flat Bank,,,,,Technical,,Clean,"Boneless, 180, Combo"
3. Men’s Park Semi Final 2019 Dew Tour,1672.790789,1.101398611,Carew Trick,32,1ft,BS,,Flat Bank,,,,,Technical,,Benchmark,"Boneless, Board Varial, Combo"
3. Men’s Park Semi Final 2019 Dew Tour,1672.892188,5.224434722,Carew Trick,33,2ft,FS,,Deep End,,,,,Flow,,Clean,Madonna
3. Men’s Park Semi Final 2019 Dew Tour,1677.116622,4.043377778,Carew Trick,34,3ft,BS,,"Hip Transfer, Mellow  Quarter",Feature Combo,,,,Flow,,Clean,"Kickflip, Indy, Combo"
3. Men’s Park Semi Final 2019 Dew Tour,1680.16,6.155511111,Carew Trick,35,4ft,BS,,Deep Bowl Wall,,,,,Flow,,Clean,"Heelflip, Indy, Combo"
3. Men’s Park Semi Final 2019 Dew Tour,1685.315511,6.914611111,Carew Trick,36,2ft,FS,Bail,Mellow  Quarter,,,Flow,49.16,Flow,,Sketchy,"Frontflip, Stalefish, Combo"
